Sentence,Global start,Global end
Thanks.,15472.549860000003,15472.829700000004
Right?,15472.829700000004,15473.329700000004
"So, Daniel, you'll put that PGT on handrail five three seven two.",15473.629290000003,15477.047840000003
Can you help me with the visual on the BRT in the mid strip?,15480.275920000004,15483.134760000003
Say again?,15485.473310000003,15486.073010000004
I'm looking for a visual on the BRT in the mid strip.,15486.073010000004,15488.840960000003
Pull that around.,15489.680530000003,15490.580340000002
You can see that.,15491.119830000003,15492.079330000002
On the left side.,15492.079330000002,15493.179030000003
Not no worries.,15497.476640000003,15498.045940000004
I was kinda going up towards your underlying pit.,15501.724100000003,15504.622910000004
Yeah.,15509.159100000003,15509.478930000003
It's just going to be back in the bank over here.,15509.478930000003,15512.137860000003
It's going after and then up to your underarm PIN.,15512.437460000003,15514.955920000004
"If you didn't push that down, I'll get you started to push that down.",15516.115360000003,15520.013660000002
And that that helps me.,15527.019760000003,15528.538960000003
Right?,15528.538960000003,15528.898760000004
Yep.,15528.898760000004,15529.298630000003
Copy that.,15529.298630000003,15530.118460000003
Okay.,15530.538010000004,15531.038010000004
Alright.,15532.776900000003,15533.096720000003
Got it.,15533.096720000003,15533.796610000003
This is mission control Houston.,15548.098010000003,15549.497300000003
You're looking at the helmet camera.,15549.497300000003,15551.076760000004
From the view of Victor Glover aboard the International Space Station.,15551.605700000004,15555.663920000003
Let's talk.,15556.883100000003,15557.622960000002
Alright.,15557.722660000003,15558.082500000002
Go ahead with that.,15558.082500000002,15558.910960000003
Nope.,15560.790020000002,15561.069860000003
"I was just gonna say that, Kate.",15561.069860000003,15562.589090000003
"So, Ike, after you leave your PGT on the handrail, he'll verify that the MOI is covering the lower struck pad.",15562.589090000003,15569.315160000004
"And then next, we're gonna work on installing the left mid struck.",15569.454860000003,15573.273160000002
Yeah.,15575.491860000004,15575.691760000003
No light is deployed.,15575.691760000003,15576.671490000002
Copy.,15580.169290000003,15580.609060000003
And so I feel it'll translate to the mass canister left pad install location.,15580.609060000003,15584.827190000004
Okay.,15585.255860000003,15585.615660000003
You'll be retrieving the left midstrut and releasing the pip in from the locked position if that wasn't previously done.,15585.615660000003,15592.192610000004
I remember that on the next one I could have done that.,15600.200800000002,15602.699800000002
Yeah.,15605.558120500003,15605.798000000003
"I think it's okay to keep it in the lock for this that way, it doesn't extend out when it's on my BRT.",15605.798000000003,15610.134980000003
Good.,15610.434581000003,15610.934581000003
Yeah.,15611.114240000003,15611.394100000003
I'm looking for the and I guess.,15611.394100000003,15613.013540000004
"And, guys, I'm gonna hand you over to Christina for a couple minutes while I'm translating.",15615.560721000003,15619.059221000003
This is a high definition view from the helmet camera of Kate Rubens.,15640.365883000002,15644.584022000003
He just completed the the the duo outside now.,15645.803160000003,15649.769703000004
Kate Rubens and Victor Glover completed the installation of the lower strut.,15649.769703000004,15654.467600000004
It may come back to it to give it a couple of extra turns.,15654.487343000003,15657.175903000003
"But right now, they're gearing up to install the middle strut and that will complete complete the installation on the left side of this mass canister.",15657.495743000003,15664.512480000003
You can see from the helmet camera of Kate Rubin's Victor Glover crawling up the side of the mass canister getting into place to secure that middle strut.,15666.070500000003,15673.966804000003
And you're gonna have the which is currently in the hands of Kate Rubens.,15673.986540000004,15677.374940000003
"The voice you're hearing from mister Control Houston is Capcom, Christina Cook, taking over temporarily from ground by v Frank Rubio.",15690.505620000004,15698.202020000002
Just started building.,15707.585880000002,15718.470680000002
Okay.,15722.568380000002,15722.928200000002
I see that it looks like Ike has the side pad.,15722.928200000002,15725.946940000003
And that means I you're a go to install the left side pad to the mass canister to make sure that air is pointing up.,15726.475760000003,15733.032490000003
You're gonna engage the right side and then pivot to the left to get this up there.,15733.032490000003,15736.800540000002
And I guess we'll have control so you can let me see if I got back to go Back at the helmet camera view of Victor Glover.,15739.498950000003,15759.267040000002
It's a similar procedure to installing that lower strut.,15759.625840000002,15762.604600000002
Both of the astronauts will be using pistol grip tools.,15763.064130000002,15766.022640000003
Victor Glover will first secure the midstrut to the mass canister with his pistol grip tool before handing it back over to Kate for her to install it.,15766.022640000003,15774.227430000003
Each of them has a pistol grip tool in hand.,15774.227430000003,15776.566500000003
Let's try to get these Alright.,15785.981520000003,15789.749600000003
So I just hit it.,15789.749600000003,15790.909030000003
"I mean, I'm trying to hit the brake light blinker.",15790.909030000003,15795.287100000003
And have you got any work on how to make this a service a little bit more?,15797.504930000003,15800.883500000004
"We are talking about it, and it looks like you're doing everything we would recommend pivoting like like what you're doing right now.",15803.950650000002,15810.047850000003
Are you able to do that enough to get that right side under the lip?,15810.067580000003,15813.286220000004
And the keypad is Let go.,15818.773180000002,15820.652240000003
Or the Miss Smith.,15820.652240000003,15821.791920000003
"Katie, if you have any more play to move it out to your left side, that could help him as well.",15823.530780000003,15827.988800000003
It's a engage.,15829.447810000003,15830.267650000003
I'm still holding on control.,15830.935710000003,15832.355250000002
"Nice job, guys.",15835.573400000003,15836.633120000002
"It's a good soft dock and it was also the MLI, the MLI soft dock.",15838.510440000002,15842.708340000003
"An IP soft dock, like, they're reasonable, but They're pretty heavy pieces of the center pad, overcame it, and I'm pulling it very still in position.",15842.708340000003,15851.573230000004
It's it's easy to Put back that again.,15851.573230000004,15854.960430000003
Gimena.,15856.059650000003,15856.559650000003
Go ahead.,15857.339000000004,15857.918960000003
"One, two, three, and four, and six.",15857.978680000002,15859.838000000003
Mike Sagan?,15862.975170000003,15863.795030000003
Mike.,15866.373500000003,15866.873500000003
Okay.,15871.780750000004,15872.260480000003
We are ready.,15872.260480000003,15873.120320000002
"If you are for your PGT work here, and I can give you settings alpha two, clockwise two.",15873.260000000002,15879.255900000002
"Alpha two, bravo two, is six.",15879.295880000003,15890.340470000003
And you are going to be doing bolts one through four to torque?,15891.879470000003,15895.557630000003
"It'll be about eleven and a half turns, we think.",15895.557630000003,15897.995900000004
Torque.,15901.754000000003,15902.254000000003
"Just FYI, my seven.",15904.032880000002,15905.590870000004
K.,15932.334000000003,15932.834000000003
Three point six on the torque and then turns on a one.,15937.750470000003,15941.888630000003
Copy.,15944.715620000003,15945.075450000002
Three point six on the torque seven turns.,15945.075450000002,15947.654400000003
And did we get a green light?,15947.914020000002,15949.153400000003
The green light.,15949.153400000003,15952.372050000004
Okay.,15956.019180000003,15956.339000000004
"You can move on to the next pull, and I'll hand you back over to Frank.",15956.339000000004,15959.357740000003
Thank you.,15961.135570000002,15961.875470000003
Mister Aguirre.,15963.374470000002,15964.154300000002
"Alright, guys.",15966.732770000002,15967.512650000002
Back with you here.,15967.572370000004,15968.292000000003
"So Now that I just put in one Clover working on installing that mid strip, there are four bolts needed to secure the middle strip to the mass canister.",15968.292000000003,15976.377500000002
First one is down three to go.,15976.397230000002,15978.416500000003
And I'm gonna wait till we get the second volt.,15979.745530000002,15982.004650000003
Please.,15982.024400000002,15982.384230000003
Okay.,15982.384230000003,15982.884230000003
Yeah.,15983.463670000003,15983.703570000003
Wait.,15983.703570000003,15983.983400000003
Just tell me what's next.,15983.983400000003,15985.402970000003
Copy.,15985.462700000002,15985.960950000002
My phone off or is she going there?,15986.000930000002,15988.100140000002
Yep.,15990.918470000002,15991.278300000004
I you actually can work on currently after the first one.,15991.278300000004,15994.835950000002
"And so but that's fine to wait till the second one, Kate.",15995.035840000002,15998.334460000002
"So, yeah, Ike will just continue to work through all for both.",15998.674030000002,16001.492870000002
Work through all of them.,16001.890950000003,16003.110580000002
Okay.,16003.170300000003,16003.490160000003
So I can go all of that working.,16003.490160000003,16005.149580000003
No.,16005.409200000002,16005.689040000003
I'm not let's let's get this side cut on.,16005.689040000003,16008.387950000002
My experience with the super triangle.,16008.687550000002,16011.506400000002
We wanna get this fully bolted before I start putting those on this side.,16011.675920000003,16015.774120000002
Okay.,16017.433030000002,16017.792860000003
"We copy, and that's where we can go with that plan.",16017.792860000003,16021.011500000002
I got two on the opposite side.,16023.669720000004,16025.268940000004
K.,16025.268940000004,16025.388870000002
You can get started if you want.,16025.388870000002,16027.048300000002
"Two point seven, three lights.",16027.427840000002,16029.075970000004
And that one was eleven turns.,16029.555740000003,16031.415050000003
So it's not even moving outside.,16032.034500000003,16033.513750000002
It's nice and thick.,16033.513750000002,16034.273360000003
Okay.,16034.273360000003,16034.553240000003
Gotcha.,16034.553240000003,16034.873060000004
Keith.,16034.873060000004,16035.373060000004
We copy.,16038.500800000003,16039.160750000003
Was that three point seven or two point seven?,16039.620250000004,16041.719470000004
Three point seven.,16043.538300000002,16044.558030000002
Copy.,16046.445820000003,16046.845630000003
Three point seven eleven turns green light.,16046.845630000003,16049.224700000002
"And k for you, your settings will be bravo one clockwise two.",16054.230600000003,16058.288830000003
"And that last one, I gave you the frankless m fours on m three.",16064.414440000002,16068.752520000002
I had nine turns green light three point six on the torque.,16069.250800000003,16073.588880000003
Copy.,16076.007430000003,16076.367230000003
Nine turns three point six green light on n three.,16076.367230000003,16079.235820000004
Glove are currently working to install that middle strut.,16085.750840000002,16088.989240000003
Four bolts needed.,16088.989240000003,16089.948750000003
Three are down one to go.,16089.948750000003,16091.488240000002
You for me.,16093.365980000002,16094.265800000003
Sure.,16095.245040000003,16095.724800000004
Thanks.,16095.724800000004,16096.224800000004
Must have been slipping on that one.,16154.260540000003,16155.899700000004
"Frank, I guess.",16155.899700000004,16156.799500000003
Must not have been engaged.,16157.658800000003,16158.818200000003
I counted seventeen turns.,16158.818200000003,16160.317730000002
It's flushed like the other bolt.,16160.617360000002,16162.225940000002
"Get a good green light, three point seven on the torque.",16162.905600000002,16165.684430000003
We copy all right.,16169.902100000003,16170.741700000002
"But seventeen turns, three point seven green light will check.",16170.741700000002,16175.229660000003
I agree that you probably were looking on that.,16175.409350000004,16177.568200000003
Could you please go back to m one on the same settings and see if you can get any more turns?,16177.568200000003,16181.986250000004
Copy.,16183.995000000003,16184.495000000003
Glover complete completed driving all four bolts going back to one just to make sure it's nice and snug.,16186.993500000002,16192.459900000003
That'll complete his installation after that.,16192.599530000003,16194.838400000002
He doesn't have any more tasks to drive this middle strut.,16194.838400000002,16197.725900000003
And then we'll leave it to Kate Rubens to,16197.885800000004,16199.875170000003
Fix the middle strut to the mounting bracket on her side with her pistol grip tool.,16200.040940000003,16204.818800000003
Additional turns.,16204.878520000004,16205.858280300003
Copy.,16207.597160500003,16207.917000400003
No additional turns on everyone.,16207.917000400003,16209.265960000002
Okay.,16229.684579000002,16230.124360000003
I that is a good install on the side pad.,16230.124360000003,16233.282780000003
You can star your PGT and then kate your settings.,16233.282780000003,16235.981680000003
On your short PGT will be bravo one clockwise two.,16236.220900000004,16239.719397000003
K.,16241.578220000003,16241.778120000003
It's a bravo one clockwise two.,16241.778120000003,16243.917300000003
"And as a reminder, you may need to egress the APFR, and you can use the market for body positioning only for this install.",16245.275900000002,16252.452560000003
K.,16262.665360000003,16262.865256000003
"You'll be driving, Mike, twenty eight to torque.",16262.865256000003,16264.784290000003
We anticipate approximately fifteen turns.,16264.784290000003,16266.763556000004
"Guys, we have hand over here in about ten seconds.",16276.297860000002,16278.945120000002
So I'll be with you shortly on the other side.,16278.945120000002,16281.004340000003
Entering into another brief handover period.,16297.343280000003,16301.109915000003
We're losing video from the International Space Station temporarily.,16301.109915000003,16303.928755000003
You're getting a view at the International Space Station flight control room.,16304.348296000004,16307.626660000004
These are the teams supporting today's spacewalk led by flight director Marcos Flores.,16307.626660000004,16312.614140000003
"Next to him, Frank Rubio is the voice you're hearing from mission control of the ground IV walking our two astronauts through the intricate procedures.",16313.513440000002,16321.158774000003
To his right is NASA astronaut Christine Koch taking on the Capcom role.,16321.578314000002,16326.255120000003
You'll hear her voice as well occasionally.,16326.255120000003,16328.674160000002
"And Art Thomas in taking on the spacewalk officer role, he knows the procedures backwards and forwards with the support of his team and some of the back rooms.",16330.013240000004,16336.979540000004
We're laying those procedures and checking and verifying all of the steps and making sure the bolts are tight.,16336.979540000004,16342.096980000004
The torque is good.,16342.096980000004,16342.955960000003
"All along the way, and we're laying that to the flight control teams.",16343.355760000002,16346.614380000003
"Again, we have a good middle strat on Victor Glover's end, just waiting to install it on the Kay Rubins side.",16349.632630000004,16357.028230000004
She has to use her pistol grip tool to fix it to the mounting bracket on the forward end.,16359.025480000004,16363.923280000003
"She's on the tip of a portable foot restraint to get her a good angle on on that mounting bracket, having her install that.",16364.022980000003,16373.178070000004
"After she's complete and the engineers say everything looks good on their end, we'll switch over to the right side and install the lower and mid struts on the right side.",16374.225840000003,16383.441480000003
Copy.,16389.12839,16389.62839
Ten decimal five turns eleven point nine green light.,16389.768060000002,16392.486710000005
We're checking.,16392.486710000005,16393.175960000004
And is the black line flush case.,16393.215940000002,16394.575270000005
Affirmative.,16394.575270000005,16395.075270000005
Copy.,16401.630250000002,16401.950090000002
Thank you.,16401.950090000002,16402.689960000003
"Alright, guys.",16429.964340000002,16430.744200000005
That is a good bolt on mic twenty eight and a good install for the left mid strip.,16430.763950000004,16434.70097
"So, okay, you can install your PGT and install the grounding tip end to the grounding block.",16434.900880000005,16439.698470000003
"Let's And I guess, k as in Donnie, Ronnie Pippen, you can release her RET from the leftmost RET.",16439.698470000003,16462.674030000002
K.,16473.187640000004,16473.687640000004
Ready for it?,16474.347060000004,16475.616800000003
Got it.,16478.26506,16478.964960000005
Yes.,16479.344530000002,16479.844530000002
"With that, the left side of the modification kit, the brackets are installed.",16488.359720000004,16492.617840000003
You have a middle strut there.,16493.4059,16494.965130000004
"And just below this view from Victor Glover's helmet camera, we do have a lower strut on the left side as well as the upper triangle containing the mounting bracket that will eventually house the future irosa solar array upgrade.",16494.965130000004,16509.237230000002
"With that complete, the two astronauts will move on to the next side.",16510.655590000002,16513.774030000004
There's again a mirror image of what we've just worked on on the left side.,16513.774030000004,16517.49216
You got a lower strut as well as a middle strut.,16517.49216,16520.410320000003
They will work on the lower strut first.,16521.229660000005,16523.528760000005
Coming up on three hours into today's spacewalk.,16528.92476,16531.623660000005
Think I've got the BRT RET.,16534.820600000003,16536.659680000004
That's my BRT.,16536.659680000004,16537.679430000004
The pin is installed and running on a good pull test.,16538.698660000002,16541.757400000002
Copy.,16544.325790000003,16544.645610000003
K.,16544.645610000003,16544.845500000003
Thank you.,16544.845500000003,16545.585400000004
"And, Kate, you can egress the APFR, and we'll be rolling it to a new site.",16545.725080000004,16551.42246
Route this pit pin so it doesn't interfere with features in sixteen and fifteen.,16555.149520000003,16559.647510000003
Copy.,16561.825090000002,16562.325090000002
Good plan.,16562.664660000002,16563.36458
"For when you get up here, my friend.",16565.823060000002,16567.682420000005
"Regaining views from the helmet camera of astronaut Kate Rubens, who's currently at the end of a portable foot restraint.",16616.790880000004,16624.387100000004
She's been in this position to install the lower and middle struts.,16624.387100000004,16629.234210000002
You can get a good view from her angle of that configuration.,16630.333420000003,16633.192210000005
She'll move over and reconfigure the portable foot restraint you see is leaning slightly to the left from this position to get a good angle on those left struts.,16634.041000000005,16643.296610000005
Actually do the same thing on the other side.,16643.806010000004,16645.445200000002
Just maneuver the portable foot restraint over leaning slightly to the right and get a good angle to install the lower and middle struts on the right side.,16645.445200000002,16654.700360000003
Okay.,16656.319320000002,16656.639140000003
"Frank, I have egress the HSR, half of my road map of the motoristrail.",16656.639140000003,16660.857280000004
Copy.,16664.034530000004,16664.534530000004
And you'll be changing the role on the APFR to Charlie.,16664.754160000004,16668.872110000004
So your new settings will be twelve papa papa Charlie twelve.,16668.872110000004,16672.72014
Or the Atlantic Ocean.,16678.92592,16680.18556
And lights are gonna be retrieving the right mid strip.,16691.688980000003,16694.007800000003
That should be straps nine and ten.,16694.007800000003,16696.107010000003
This is him.,16698.675460000002,16699.155230000004
I think what was in Charlie's green greeting.,16699.155230000004,16702.373860000003
Can I be giving you this first?,16705.230860000003,16706.790060000003
Nope.,16706.790060000003,16707.290060000003
"Even though the mid rate, the cemento, lower rate, it looks like we did last time.",16714.505060000003,16719.282860000003
Affirmative.,16720.062260000002,16720.562260000002
Okay.,16728.88573,16729.245560000003
"As you receive the right midstrut and do a RET top, you'll run a RET to the extension closest to the side pad.",16729.245560000003,16735.86256
That'll be closest to the side effects.,16737.870410000003,16739.769700000004
Yes.,16746.764560000003,16747.044420000002
"Mark, do you know?",16747.044420000002,16747.76406
I think you need to try to reorient.,16747.76406,16749.303560000004
Okay.,16751.48222,16751.98222
Got it.,16752.121960000004,16752.821820000005
Okay.,16753.641160000003,16753.890960000004
Control and read it.,16753.93096,16755.070660000005
And the bag read it off?,16758.20876,16759.628360000002
Yes.,16759.887960000004,16760.387960000004
Yes.,16760.607560000004,16760.905960000004
"The mid rate, that is that it's my BRT closest to my RET.",16777.255960000002,16781.394160000003
Copy.,16782.09356,16782.413360000002
K.,16782.413360000002,16782.573260000005
And now you can ingress the APFR.,16782.573260000005,16784.232710000004
"Like, you'll be retrieving the right lower strut that straps five and",16796.505660000003,16800.001020000003
Six.,16800.041000000005,16800.541000000005
Two ones with a cut in hand.,16802.639700200005,16804.299120500003
And you'll be transferring that with the clevis bolt towards Kate.,16805.678180300005,16809.016760000002
Kay Reuben's easing her way into the portable foot restraint.,16814.993500000004,16818.271860000004
This will be the angle she needs to install the right two struts from her position at the top of that foot restraint.,16818.271860000004,16825.617921000005
Attached to her by way of body restraint tether is the middle stretch.,16826.675859000003,16830.354020000002
She'll have that ready to go whenever they're ready to move on to that task.,16830.354020000002,16834.600840000003
"In the meantime, you can see from the helmet camera view of Kate Rubin's Victor Glover off at the strut bag getting that lower strut out of the bag.",16834.600840000003,16844.695116000003
That'll be the first task for them.,16844.954736000003,16847.213857000002
On the right side is installing the lower strut.,16847.593416000003,16850.332296000004
The tasks will mirror what we just saw on the left side.,16855.588617000005,16859.76678
They'll position the lower strut at the base of the mast canister.,16860.125880000003,16864.503934000004
Victor Glover will secure the base of the lower strut in place first with a few turns.,16866.322774000004,16875.327920000003
Before allowing Kate Rubins to drive the pistol grip tool on her and securing it to the mounting bracket.,16876.765580000003,16886.690374
And glover will finish off the job with his pistol grip tool.,16891.387780000005,16894.776014000003
You read to the lower strut.,16894.815990000003,16897.334740000002
You'll wanna read to the handrail extension that's nearest to you.,16897.334740000002,16901.153074
Three hours into today's spacewalk.,16912.624740000003,16914.923830000003
The two spacewalkers are more than halfway done with the first modification kit on the two b power channel.,16915.223430000002,16921.809515000004
I have control.,16935.790910000003,16936.610750000003
Control and that it's I And I'm just gonna hold this here while you translate.,16939.589000000004,16946.294200000004
Let me know if I need to move it.,16946.294200000004,16947.953620000004
Let's see.,16948.772960000002,16949.512850000003
If I can move it our nadir?,16950.172250000003,16952.340570000004
I'm just I need to get that right off.,16952.680160000004,16954.579450000005
"Oh, okay.",16954.719130000005,16955.318830000004
So can you push it back towards me?,16955.318830000004,16957.357820000005
Yep.,16957.357820000005,16957.857820000005
Follow me MOI.,16959.505600000004,16960.445370000005
Kay Rubins now has control of that lower stride.,16967.040750000004,16969.999270000004
She's just gonna hang on to it while she's in position on top of the portable foot restraint.,16969.999270000004,16974.497270000003
"Allowing Victor Glover to make his way over to the worksite on the base, on the right side of the mass canister.",16974.895870000004,16981.532540000004
That will be the position he needs to be in in order to drive the bolts of that lower strut.,16981.532540000004,16986.249910000002
Let's see some way.,16988.188690000003,16989.448300000004
Five fingers in the way.,16990.827370000003,16992.326870000004
Okay.,16992.386590000002,16992.886590000002
Go ahead and control both.,16993.155990000003,16995.175230000004
I'm just gonna clear it from your translation path.,16997.953600000004,17000.37263
You're fine.,17000.472330000004,17001.032060000005
Thanks.,17001.032060000005,17001.51102
Me try to loop it.,17001.670940000004,17002.8506
"And, Ike, he'll be translating to the mass connector right side fob launch bracket.",17004.629450000004,17008.887570000003
K.,17018.830980000002,17019.070860000003
You can release the l six grounding pendant from the strut star location.,17019.070860000003,17023.768770000002
Sorry to tell our folks like in the heck of these.,17048.034120000004,17050.033120000004
Did you get the points anywhere?,17050.033120000004,17051.941020000002
Yeah.,17055.379300000004,17055.61918
It's a pretty outstanding view.,17055.61918,17057.058450000004
It's like nonstop gray pictures.,17057.058450000004,17059.437520000003
Manufacturers.,17060.35592,17060.85592
Right.,17061.795220000004,17062.295220000004
"Like, I didn't wear a camera on me.",17065.233470000003,17067.332690000003
We've got an HD video for you.,17067.912150000004,17069.961020000002
"Oh, yes.",17070.920550000003,17071.70039
Yep.,17074.15892,17074.478740000002
"And also, if no, it's actually significantly better than the AWS.",17074.478740000002,17078.297100000003
"View, which is coming in very broken.",17078.835950000004,17080.575320000004
K.,17082.554090000005,17083.054090000005
"And the that's the weather issue, Chris.",17083.273720000005,17089.080270000002
And I that may be a tight fit for you there.,17092.05855,17094.917370000003
You may wanna go around the canister.,17094.977090000004,17096.716470000003
That should be a pretty good translation path around the bottom side of the canister.,17104.490740000005,17109.828320000004
"In this view, you can clearly see the masked canister.",17123.359690000005,17126.218520000002
It is the soda can looking structure at the center of your screen.,17126.398180000004,17130.256520000003
The astronaut with the red stripes is astronaut Kate Rubens.,17131.015820000004,17134.454080000003
She's at the top of a portable foot restraint at the perfect angle to install the final two strats on the right side.,17134.454080000003,17140.840990000004
"Astronaut, Victor Glover is making his way over to his worksite at the bottom of the mass canister.",17142.26002,17148.916940000003
"His next task is to install the lower strut on the right side, getting a good angle he'll need to use a pistol grip tool in the space to drill to secure that strut into place.",17151.834920000005,17163.068070000005
That's struck currently in tow by astronaut Kate Rubin.,17165.205820000003,17168.404220000004
She'll hand it off once Victor Glover is in position.,17168.404220000004,17171.26304
"I feel like this setting is one more click of roll, and I like it.",17205.993420000003,17209.501020000003
Can I understand you would want one more click of role?,17216.257640000003,17218.826020000004
Negative.,17221.064920000004,17221.544660000003
"I feel like it is one more quicker roll or something different than the other side, and I'm I'm liking it very much.",17221.544660000003,17228.041670000002
Copy.,17229.780160000002,17230.139970000004
Thank you.,17230.139970000004,17230.499800000005
Your feature feature irosa.,17230.499800000005,17233.478560000003
Alright.,17250.059090000002,17250.418920000004
Coming to this one.,17250.418920000004,17251.59858
Okay.,17252.138070000005,17252.638070000005
Coming to this.,17252.657790000005,17253.486020000004
"And, Ike, you'll wanna verify the spherical bearing alignment, and then Kate also reminded her to avoid imparting loads.",17256.04472,17262.541720000005
During the lower strut bolt install.,17263.080760000004,17265.539780000003
Copy.,17267.518540000005,17267.83836
"And same thing, I'll just hold it I've got control of the dental.",17267.83836,17271.585280000003
Perfect.,17275.802920000002,17276.302920000002
"Last time, the phone was right in front of me doing the same same thing happening.",17278.879990000005,17283.138120000003
Awesome.,17283.197820000005,17283.697820000005
"You see, on this side, I'm not really able to influence the orientation of the spherical bearings.",17297.298720000003,17302.685100000002
This amount parallel to the I just say your strip.,17307.510970000003,17311.5692
Thank you.,17312.748320000002,17313.488260000002
Copy.,17322.652520000003,17323.152520000003
Okay.,17328.598370000003,17329.078170000004
And sorry.,17329.078170000004,17329.937970000003
Three turns.,17330.197620000003,17330.937480000004
Copy.,17333.995120000003,17334.35492
I and your PGT settings will be alpha one clockwise one.,17334.35492,17338.493090000004
Glover has the lower strut hand started.,17347.11802,17349.856920000002
Just a couple turns with his hand.,17349.946090000005,17351.425320000002
He'll now move over and use the pistol grip tool.,17351.425320000002,17354.223920000004
"You can see just out of his reach, give it a few more turns with the space drill before he hands it over to Kate Rubens who has her own PGT pistol grip tool and she'll secure the lower strut on her end.",17354.223920000004,17368.406120000003
To the mounting bracket.,17368.645980000005,17369.945620000002
Alright.,17372.923870000002,17373.423870000002
"And, like, again, you're looking for alpha one clockwise one, and you'll be driving four turns total, so it should be two additional turns.",17377.060920000004,17383.797770000005
Alpha one clockwise one six.,17392.533190000002,17394.912220000002
Additional terms.,17414.59288,17415.692580000003
Copy.,17419.130561,17419.630561
K.,17426.146041000004,17426.345943
You're gonna install the right lower start l six to the mounting bracket l six.,17426.345943,17430.104062000002
Pound bracket l six.,17430.104062000002,17432.123300000003
K.,17433.182520000002,17433.422400000003
I see l six.,17433.422400000003,17434.541220000003
That's the m twenty bolt.,17435.02098,17436.26036
Correct?,17436.26036,17436.76036
Okay.,17452.010700000003,17452.330543000004
That that is affirmative.,17452.330543000004,17453.39026
That is the mic twenty bolt.,17453.410003,17455.269320000003
And I'm assuming they'll see the answer.,17457.368022000002,17459.187362
Affirmative.,17461.08536,17461.58536
Alright.,17481.053860000004,17481.49364
Glover has a a lower strut secured on his end temporarily.,17481.49364,17489.539500000003
"Now, Kate Rubin is just hand tightening the lower strap on her end to the mounting bracket She'll then use the pistol grip tool to secure it in place.",17490.718660000002,17498.764816000003
It will be bravo one clockwise two.,17499.1044,17501.683360000003
"Travel one, cock light two.",17504.05048,17506.189660000004
And you'll be driving Mike twenty to torque?,17508.848080000003,17511.83622
Approximately fifteen turns total.,17512.276,17514.495140000003
And it's got a slow torque ten point four.,17564.61415,17567.25284
Go ahead.,17567.25284,17570.051440000003
It says to ten turns.,17570.051440000003,17571.660870000003
Okay.,17573.63963,17573.999450000003
I just don't mind the Can't understand ten point four in the door.,17573.999450000003,17578.517200000002
Ten turns.,17578.517200000002,17579.1169
Left shoulder?,17579.1169,17579.856780000002
If you leave your left shoulder away from it that night then.,17582.32501,17585.06389
Pardon me today?,17585.363490000003,17586.383220000003
Alright.,17592.978420000003,17593.478420000003
Got it.,17593.897960000002,17594.37772
I drove it again about a quarter turn.,17594.37772,17596.336750000002
Eleven does zero eight.,17596.336750000002,17597.806040000003
The green light took out.,17598.10565,17599.72508
Okay.,17601.503950000002,17601.90375
Understand green light.,17601.90375,17602.82329
Aladdin does some light.,17602.82329,17603.70285
How about quarter additional turn.,17603.70285,17605.280560000003
Can you confirm the black line is flushed?,17605.280560000003,17607.139890000002
The black line is flushed.,17612.51695,17613.86621
Copy.,17616.94467,17617.304490000002
"Thank you, Kate.",17617.304490000002,17618.124330000002
We're checking those numbers.,17619.023640000003,17620.382950000003
Okay.,17620.382950000003,17620.882950000003
Okay.,17627.089460000003,17627.44928
"Kate, that's a good install for Mike Twain.",17627.44928,17629.68817
You can store your PGT.,17629.68817,17630.867830000003
"Like, your settings will now be bravo seven clockwise two.",17631.186110000002,17634.6846
"And with that, we have a good install on the mounting bracket.",17643.52902,17646.94757
"Kate Rubin, success fully installed that lower strut to the top portion where she is working her current worksite.",17647.367100000003,17653.293980000002
"Now going back to Victor Glover, he only has a couple terms on the lower end of that strut.",17653.753490000003,17658.12122
"He's gonna go ahead and finish it off with his pistol grip tool, making sure it's secure to the base of the mass canister.",17658.24115,17664.61822
Thanks.,17666.0462,17666.5462
"For EMU, PPD, is it one and a half millimeters off for the gate test?",17685.474700000002,17690.25256
Copy.,17694.01032,17694.51032
Six turns green light twenty-five point four.,17709.680940000002,17712.25989
"Can you say again in the turn count, please, right?",17718.746150000003,17721.08522
Six.,17722.664220000002,17723.164220000002
Turn Okay.,17725.422820000003,17730.099220000004
Understand six turns and twenty five decimal four on the running torque.,17730.099220000004,17733.67622
And it torqued out with green light.,17739.433320000004,17741.03252
Yeah.,17741.03252,17741.53252
Alright.,17754.48382,17754.723690000003
Alright.,17754.723690000003,17755.00357
Could you please hit it again at the same torque?,17755.00357,17757.51122
Our same setting correction and before we move on to manual ratchet.,17758.3508,17762.968750000004
July twenty five point four in In the age of a turn.,17786.35422,17790.95068
Copy.,17798.81592,17799.13577
I I we're checking.,17799.13577,17800.235470000003
Okay.,17880.116220000004,17880.396090000002
"I based on what we saw on the other side, we're gonna back this out six turns only.",17880.396090000002,17885.453800000003
"So your settings will be bravo seven counterclockwise two, and you're backing out six turns only.",17885.75339,17891.209840000003
Mike is your back Got it.,17895.70734,17896.886120000003
Got off the hook here.,17896.886120000003,17897.76565
Copy.,17897.76565,17898.26565
K.,17899.76465,17899.924590000002
We're almost eleven counterclockwise to six turns only.,17899.924590000002,17904.022770000003
Good words.,17905.941280000003,17906.641170000003
So Glover is undoing the bolt.,17925.570420000004,17927.60942
